unit_code,vaps_code,division,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
HQ408,WS5024,Northeast Division,238,73,30.67,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Folding Chair,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
HQ408,WS5024,South Division,49,11,22.45,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Folding Chair,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
HQ408,WS5024,West Division,9,2,22.22,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Folding Chair,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
HQ408,WS5025,Northeast Division,238,1,0.42,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Stackable Side Chair w/ Arms,,,,,Furniture,,,VAPS - A La Carte
HQ408,WS5026,Northeast Division,238,15,6.30,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Manager Chair,,,,,Furniture,,,VAPS - A La Carte
HQ408,WS5026,South Division,49,5,10.20,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Manager Chair,,,,,Furniture,,,VAPS - A La Carte
HQ408,WS5026,West Division,9,2,22.22,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Manager Chair,,,,,Furniture,,,VAPS - A La Carte
HQ408,WS5038,Northeast Division,238,2,0.84,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
HQ408,WS5040,Northeast Division,238,2,0.84,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
HQ408,WS5040,South Division,49,11,22.45,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
HQ408,WS5041,Northeast Division,238,24,10.08,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
HQ408,WS5041,West Division,9,2,22.22,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
HQ408,WS5043,Northeast Division,238,7,2.94,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
HQ408,WS5044,Northeast Division,238,12,5.04,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
HQ408,WS5044,South Division,49,11,22.45,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
HQ408,WS5045,Northeast Division,238,5,2.10,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
HQ408,WS5090,Northeast Division,238,6,2.52,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Sm. White Board - 3ft x 4ft,,,,,Accessories,,,VAPS - A La Carte
HQ408,WS5091,Northeast Division,238,4,1.68,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Lg. White Board - 4ft x 6ft,,,,,Accessories,,,VAPS - A La Carte
HQ408,WS5093,Northeast Division,238,6,2.52,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Office Floor Mat,,,,,Accessories,,,VAPS - A La Carte
HQ408,WS5095,Northeast Division,238,8,3.36,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Small Office Trash Can,,,,,Accessories,,,VAPS - A La Carte
HQ408,WS5096,Northeast Division,238,25,10.50,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Large Trash Can,,,,,Accessories,,,VAPS - A La Carte
HQ408,WS5097,Northeast Division,238,13,5.46,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Surge Protector,,,,,Accessories,,,VAPS - A La Carte
HQ408,WSALF4D,Northeast Division,238,2,0.84,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Lg Lateral File - 4 Drawer,,,,,Furniture,,,VAPS - A La Carte
HQ408,WSALF4D,West Division,9,1,11.11,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Lg Lateral File - 4 Drawer,,,,,Furniture,,,VAPS - A La Carte
HQ408,WSBASEP1O,Central Division,39,1,2.56,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Ergo Office Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Basic,VAPS MAPPING
HQ408,WSBASEP1O,Northeast Division,238,1,0.42,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Ergo Office Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Basic,VAPS MAPPING
HQ408,WSBASEP1WS,Northeast Division,238,2,0.84,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Ergo Workstation Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Basic,VAPS MAPPING
HQ408,WSBASP1C,Central Division,39,5,12.82,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Basic,VAPS MAPPING
HQ408,WSBASP1C,Northeast Division,238,24,10.08,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Basic,VAPS MAPPING
HQ408,WSBASP1C,South Division,49,2,4.08,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Basic,VAPS MAPPING
HQ408,WSBASP1CA,Central Division,39,2,5.13,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Basic,VAPS MAPPING
HQ408,WSBASP1CA,Northeast Division,238,41,17.23,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Basic,VAPS MAPPING
HQ408,WSBASP1CA,South Division,49,5,10.20,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Basic,VAPS MAPPING
HQ408,WSBASP1LR,Northeast Division,238,7,2.94,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Basic,VAPS MAPPING
HQ408,WSBASP1O,Central Division,39,8,20.51,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
HQ408,WSBASP1O,Northeast Division,238,47,19.75,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
HQ408,WSBASP1O,South Division,49,8,16.33,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Basic Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Basic,VAPS MAPPING
HQ408,WSCI10K,Central Division,39,2,5.13,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,CONTENTS INSURANCE - $10K TIER,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Option 3,VAPS MAPPING
HQ408,WSCI10K,Northeast Division,238,3,1.26,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,CONTENTS INSURANCE - $10K TIER,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Option 3,VAPS MAPPING
HQ408,WSMCLR,Central Division,39,1,2.56,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
HQ408,WSMCLR,Northeast Division,238,1,0.42,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
HQ408,WSMCLR,West Division,9,1,11.11,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
HQ408,WSPLAN1,Northeast Division,238,4,1.68,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
HQ408,WSPREP1O,Northeast Division,238,1,0.42,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
HQ408,WSPROEP1WS,Northeast Division,238,1,0.42,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Prof Ergo Workstation Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Professional,VAPS MAPPING
HQ408,WSPROP1C,Central Division,39,2,5.13,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
HQ408,WSPROP1C,Northeast Division,238,4,1.68,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
HQ408,WSPROP1CA,Central Division,39,2,5.13,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
HQ408,WSPROP1CA,Northeast Division,238,4,1.68,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
HQ408,WSPROP1CA,West Division,9,2,22.22,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
HQ408,WSPROP1O,Central Division,39,2,5.13,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
HQ408,WSPROP1O,Northeast Division,238,10,4.20,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
HQ408,WSPROP1O,South Division,49,3,6.12,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
HQ408,WSPROP1TWS,West Division,9,1,11.11,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,,,,,,,,,
HQ408,WSRMPADAWCR30STPCK,Northeast Division,238,1,0.42,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,ADA/IBC Ramp w/Canopy & Steps < 30',Office & Meeting Space,FLEX & Premium Spaces,FLEX,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Professional,VAPS MAPPING
