unit_code,MARKET_SEGMENT_DESCRIPTION,Year,Quarter,Unit_Market_Activations,Unit_Activations,Market_Activations,Market_Contribution_to_Product,Product_Share_in_Market,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS
MO248,Other,2024,1,7,285,247,2.46,2.83,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Highway & Heavy Construction,2024,3,19,249,315,7.63,6.03,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Manufacturing,2024,2,14,313,507,4.47,2.76,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Mining & Utilities,2025,2,13,294,358,4.42,3.63,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Engineering & Architecture,2024,1,3,285,185,1.05,1.62,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Highway & Heavy Construction,2026,2,2,88,153,2.27,1.31,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Educational, Membership & Religious Organizations",2024,3,13,249,178,5.22,7.30,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Highway & Heavy Construction,2024,2,12,313,360,3.83,3.33,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Public Administration,2024,1,4,285,96,1.40,4.17,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Retail & Wholesale Trade,2024,3,22,249,508,8.84,4.33,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Home Builders & Developers,2025,3,53,191,1104,27.75,4.80,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Home Builders & Developers,2026,2,21,88,471,23.86,4.46,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Engineering & Architecture,2025,2,3,294,164,1.02,1.83,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Highway & Heavy Construction,2024,4,9,202,280,4.46,3.21,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Public Administration,2024,4,8,202,108,3.96,7.41,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,,2025,4,2,233,40,0.86,5.00,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Home Builders & Developers,2024,1,42,285,1228,14.74,3.42,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Home Builders & Developers,2024,3,35,249,1231,14.06,2.84,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Mining & Utilities,2025,1,9,205,641,4.39,1.40,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Subcontractors,2024,4,19,202,743,9.41,2.56,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Engineering & Architecture,2024,3,8,249,202,3.21,3.96,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Mining & Utilities,2024,4,9,202,433,4.46,2.08,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Other,2025,4,5,233,82,2.15,6.10,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Home Builders & Developers,2024,2,51,313,1349,16.29,3.78,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Retail & Wholesale Trade,2026,1,15,234,492,6.41,3.05,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Manufacturing,2024,4,6,202,375,2.97,1.60,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Other,2025,3,1,191,98,0.52,1.02,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Subcontractors,2026,1,35,234,887,14.96,3.95,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Subcontractors,2025,4,33,233,824,14.16,4.00,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Educational, Membership & Religious Organizations",2024,4,23,202,160,11.39,14.38,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Highway & Heavy Construction,2025,4,10,233,254,4.29,3.94,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Subcontractors,2025,1,16,205,925,7.80,1.73,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Arts, Media, Hotels & Entertainment",2025,2,44,294,854,14.97,5.15,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Engineering & Architecture,2025,1,8,205,217,3.90,3.69,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Retail & Wholesale Trade,2025,3,9,191,438,4.71,2.05,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Manufacturing,2024,3,13,249,552,5.22,2.36,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Engineering & Architecture,2025,4,3,233,129,1.29,2.33,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Arts, Media, Hotels & Entertainment",2024,4,14,202,312,6.93,4.49,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Arts, Media, Hotels & Entertainment",2026,2,6,88,313,6.82,1.92,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Arts, Media, Hotels & Entertainment",2025,4,7,233,258,3.00,2.71,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Public Administration,2025,3,1,191,105,0.52,0.95,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Arts, Media, Hotels & Entertainment",2026,1,24,234,655,10.26,3.66,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Arts, Media, Hotels & Entertainment",2024,3,14,249,1158,5.62,1.21,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Retail & Wholesale Trade,2024,4,11,202,389,5.45,2.83,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Mining & Utilities,2026,1,10,234,615,4.27,1.63,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Non-Residential & GCs,2025,1,27,205,1032,13.17,2.62,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Educational, Membership & Religious Organizations",2025,3,4,191,124,2.09,3.23,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Engineering & Architecture,2026,1,3,234,151,1.28,1.99,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Highway & Heavy Construction,2026,1,5,234,300,2.14,1.67,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Non-Residential & GCs,2025,2,36,294,1225,12.24,2.94,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Non-Residential & GCs,2024,4,29,202,979,14.36,2.96,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Subcontractors,2025,3,28,191,943,14.66,2.97,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Non-Residential & GCs,2024,2,51,313,1460,16.29,3.49,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Professional Services,2025,1,34,205,1459,16.59,2.33,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Manufacturing,2025,2,6,294,497,2.04,1.21,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Engineering & Architecture,2024,4,2,202,134,0.99,1.49,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Public Administration,2024,3,2,249,115,0.80,1.74,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Mining & Utilities,2026,2,3,88,145,3.41,2.07,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,,2024,2,2,313,98,0.64,2.04,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,"Arts, Media, Hotels & Entertainment",2024,2,54,313,1014,17.25,5.33,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Manufacturing,2024,1,15,285,537,5.26,2.79,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Home Builders & Developers,2025,2,66,294,1237,22.45,5.34,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Mining & Utilities,2024,3,28,249,631,11.25,4.44,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Professional Services,2026,1,27,234,1635,11.54,1.65,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Retail & Wholesale Trade,2024,1,12,285,614,4.21,1.95,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Other,2025,2,8,294,176,2.72,4.55,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Other,2024,2,6,313,188,1.92,3.19,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Non-Residential & GCs,2025,3,24,191,1030,12.57,2.33,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Home Builders & Developers,2025,1,39,205,1185,19.02,3.29,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Professional Services,2024,3,29,249,1511,11.65,1.92,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Subcontractors,2024,3,29,249,980,11.65,2.96,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Manufacturing,2025,3,6,191,477,3.14,1.26,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Mining & Utilities,2025,4,6,233,341,2.58,1.76,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Subcontractors,2024,2,25,313,1051,7.99,2.38,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Non-Residential & GCs,2026,2,14,88,450,15.91,3.11,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Retail & Wholesale Trade,2024,2,13,313,554,4.15,2.35,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Retail & Wholesale Trade,2025,4,10,233,422,4.29,2.37,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
MO248,Health Care,2025,1,2,205,36,0.98,5.56,24x8 Mobile Office (20x8 Box),24x8 Mobile Office (20x8 Box),"Small Mobile Office - Open Space
(up to 192 SF) - MO248 or similar",Offices,Mobile Offices,Mobile Offices
20W,Retail & Wholesale Trade,2025,4,70,780,422,8.97,16.59,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2026,1,146,1213,655,12.04,22.29,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Mining & Utilities,2025,3,33,1207,438,2.73,7.53,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2024,3,45,1552,315,2.90,14.29,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2025,1,223,1347,829,16.56,26.90,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Non-Residential & GCs,2024,3,165,1552,1153,10.63,14.31,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Non-Residential & GCs,2024,2,213,1681,1460,12.67,14.59,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2024,4,103,977,743,10.54,13.86,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Educational, Membership & Religious Organizations",2025,3,27,1207,124,2.24,21.77,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Other,2025,1,20,1347,94,1.48,21.28,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2025,3,10,1207,52,0.83,19.23,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2026,2,7,415,153,1.69,4.58,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2026,1,119,1213,887,9.81,13.42,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2025,1,60,1347,630,4.45,9.52,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2024,2,72,1681,507,4.28,14.20,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Retail & Wholesale Trade,2024,4,67,977,389,6.86,17.22,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2025,2,47,1182,497,3.98,9.46,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Non-Residential & GCs,2025,3,93,1207,1030,7.71,9.03,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2025,4,31,780,254,3.97,12.20,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2025,1,3,1347,53,0.22,5.66,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Public Administration,2025,4,9,780,104,1.15,8.65,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2024,4,255,977,1077,26.10,23.68,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Non-Residential & GCs,2024,1,142,1372,1210,10.35,11.74,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Retail & Wholesale Trade,2024,1,102,1372,614,7.43,16.61,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2026,2,44,415,353,10.60,12.46,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Non-Residential & GCs,2025,2,111,1182,1225,9.39,9.06,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Retail & Wholesale Trade,2024,2,123,1681,554,7.32,22.20,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Mining & Utilities,2026,1,56,1213,615,4.62,9.11,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Engineering & Architecture,2024,4,15,977,134,1.54,11.19,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Health Care,2024,3,8,1552,46,0.52,17.39,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Health Care,2025,1,7,1347,36,0.52,19.44,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2025,4,32,780,339,4.10,9.44,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Home Builders & Developers,2024,2,174,1681,1349,10.35,12.90,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Home Builders & Developers,2025,3,153,1207,1104,12.68,13.86,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Public Administration,2024,3,14,1552,115,0.90,12.17,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2025,3,49,1207,282,4.06,17.38,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Non-Residential & GCs,2026,2,47,415,450,11.33,10.44,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Mining & Utilities,2025,4,31,780,341,3.97,9.09,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2024,3,6,1552,62,0.39,9.68,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Public Administration,2025,1,5,1347,88,0.37,5.68,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2024,1,193,1372,898,14.07,21.49,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
