unit_code,MARKET_SEGMENT_DESCRIPTION,Year,Quarter,Unit_Market_Activations,Unit_Activations,Market_Activations,Market_Contribution_to_Product,Product_Share_in_Market,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS
20W,Home Builders & Developers,2026,1,137,1213,1104,11.29,12.41,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Educational, Membership & Religious Organizations",2024,2,34,1681,248,2.02,13.71,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Retail & Wholesale Trade,2025,2,95,1182,462,8.04,20.56,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Mining & Utilities,2024,1,60,1372,732,4.37,8.20,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Other,2024,3,13,1552,151,0.84,8.61,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Health Care,2025,3,4,1207,44,0.33,9.09,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2024,2,391,1681,1628,23.26,24.02,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2024,3,404,1552,1158,26.03,34.89,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Home Builders & Developers,2025,4,115,780,1022,14.74,11.25,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Educational, Membership & Religious Organizations",2024,1,63,1372,265,4.59,23.77,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2024,3,87,1552,552,5.61,15.76,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2024,1,56,1372,537,4.08,10.43,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Other,2026,1,20,1213,73,1.65,27.40,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Mining & Utilities,2024,3,55,1552,631,3.54,8.72,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Engineering & Architecture,2025,2,20,1182,164,1.69,12.20,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2024,3,145,1552,980,9.34,14.80,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Educational, Membership & Religious Organizations",2026,2,21,415,127,5.06,16.54,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Home Builders & Developers,2025,1,143,1347,1185,10.62,12.07,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Non-Residential & GCs,2025,1,107,1347,1032,7.94,10.37,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2024,1,56,1372,363,4.08,15.43,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Engineering & Architecture,2024,2,31,1681,196,1.84,15.82,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2024,4,34,977,280,3.48,12.14,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Educational, Membership & Religious Organizations",2025,2,40,1182,210,3.38,19.05,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2024,1,12,1372,59,0.87,20.34,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Engineering & Architecture,2026,1,18,1213,151,1.48,11.92,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Home Builders & Developers,2024,4,129,977,1006,13.20,12.82,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Public Administration,2024,2,28,1681,127,1.67,22.05,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2026,1,84,1213,583,6.93,14.41,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Mining & Utilities,2025,2,24,1182,358,2.03,6.70,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2025,2,29,1182,285,2.45,10.18,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Mining & Utilities,2025,1,54,1347,641,4.01,8.42,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Other,2025,3,18,1207,98,1.49,18.37,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Health Care,2026,1,12,1213,35,0.99,34.29,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2026,2,2,415,17,0.48,11.76,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2024,4,105,977,312,10.75,33.65,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2025,1,381,1347,1459,28.29,26.11,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Non-Residential & GCs,2026,1,85,1213,1084,7.01,7.84,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Public Administration,2025,3,25,1207,105,2.07,23.81,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2026,2,24,415,184,5.78,13.04,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Public Administration,2026,2,14,415,56,3.37,25.00,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2024,2,18,1681,98,1.07,18.37,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2025,4,5,780,40,0.64,12.50,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2026,1,355,1213,1635,29.27,21.71,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Retail & Wholesale Trade,2024,3,89,1552,508,5.73,17.52,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2024,2,267,1681,1014,15.88,26.33,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Educational, Membership & Religious Organizations",2025,4,33,780,176,4.23,18.75,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2024,2,62,1681,360,3.69,17.22,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Mining & Utilities,2024,4,48,977,433,4.91,11.09,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2025,4,38,780,258,4.87,14.73,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Public Administration,2024,4,20,977,108,2.05,18.52,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Engineering & Architecture,2025,1,23,1347,217,1.71,10.60,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Engineering & Architecture,2026,2,22,415,116,5.30,18.97,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Other,2024,4,9,977,62,0.92,14.52,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2025,3,60,1207,477,4.97,12.58,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Home Builders & Developers,2024,3,163,1552,1231,10.50,13.24,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2026,1,36,1213,300,2.97,12.00,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Engineering & Architecture,2025,3,23,1207,155,1.91,14.84,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Educational, Membership & Religious Organizations",2025,1,29,1347,178,2.15,16.29,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Retail & Wholesale Trade,2026,2,26,415,215,6.27,12.09,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Health Care,2024,1,5,1372,24,0.36,20.83,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Health Care,2025,2,9,1182,49,0.76,18.37,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2025,2,194,1182,854,16.41,22.72,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2025,3,288,1207,823,23.86,34.99,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2026,2,111,415,574,26.75,19.34,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Home Builders & Developers,2026,2,52,415,471,12.53,11.04,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Mining & Utilities,2026,2,10,415,145,2.41,6.90,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Public Administration,2024,1,10,1372,96,0.73,10.42,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2025,2,2,1182,51,0.17,3.92,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2025,2,109,1182,925,9.22,11.78,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2025,3,216,1207,1275,17.90,16.94,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Other,2024,1,32,1372,247,2.33,12.96,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2024,1,271,1372,1538,19.75,17.62,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Retail & Wholesale Trade,2026,1,99,1213,492,8.16,20.12,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Non-Residential & GCs,2024,4,117,977,979,11.98,11.95,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Health Care,2024,2,10,1681,58,0.59,17.24,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2026,1,3,1213,54,0.25,5.56,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Arts, Media, Hotels & Entertainment",2026,2,24,415,313,5.78,7.67,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,,2024,4,4,977,41,0.41,9.76,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Health Care,2025,4,1,780,23,0.13,4.35,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Manufacturing,2024,4,45,977,375,4.61,12.00,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2025,2,290,1182,1340,24.53,21.64,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2024,2,177,1681,1051,10.53,16.84,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2025,3,150,1207,943,12.43,15.91,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Highway & Heavy Construction,2025,1,35,1347,286,2.60,12.24,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2024,3,299,1552,1511,19.27,19.79,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Other,2026,2,8,415,35,1.93,22.86,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Educational, Membership & Religious Organizations",2026,1,25,1213,183,2.06,13.66,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Other,2025,4,15,780,82,1.92,18.29,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Engineering & Architecture,2024,3,30,1552,202,1.93,14.85,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Home Builders & Developers,2024,1,182,1372,1228,13.27,14.82,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2025,1,146,1347,925,10.84,15.78,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Professional Services,2025,4,152,780,954,19.49,15.93,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Home Builders & Developers,2025,2,144,1182,1237,12.18,11.64,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2025,4,138,780,824,17.69,16.75,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,Subcontractors,2024,1,163,1372,1039,11.88,15.69,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
20W,"Educational, Membership & Religious Organizations",2024,3,29,1552,178,1.87,16.29,20' OPEN BAY OFFICE,Ground Level Office - 20' x 8',Small Ground Level Office (160 SF),Offices,Ground Level Offices,Standard Ground Level Offices
