unit_code,market_segment,year,quarter,unit_market_activations,unit_activations,market_activations,market_contribution_to_product,product_share_in_market,product_name,unit_description,unit_detaileddescription,unit_l1_purpose,unit_l2_core_solution,unit_l3_products,market_segment_was_invalid,period_start,period_label,previous_period_activations,previous_product_share_in_market,previous_market_contribution_to_product,activation_growth_rate,product_share_change,market_contribution_change,rolling_4_period_activations,rolling_4_period_product_share,rolling_4_period_market_contribution,recent_2_period_avg_activations,previous_2_period_avg_activations,momentum_score,recent_growth,longer_term_growth,trend_score,periods_observed_total,total_historical_unit_market_activations,total_historical_unit_activations,total_historical_market_activations,global_latest_period,is_global_latest_period
MO328,Subcontractors,2025,1,44,380,925,0.11578947368421053,0.04756756756756757,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-01-01,2025-Q1,27.0,0.03633916554508748,0.09215017064846416,0.6296296296296295,0.011228402022480086,0.023639303035746365,155.0,0.04175038762193743,0.10494705464265737,35.5,42.0,0.8452380952380952,-0.15476190476190477,1.9807692307692308,0.6994505494505495,10,358,3461,8670,2026-04-01,False
MO328,Subcontractors,2025,2,37,425,925,0.08705882352941176,0.04,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-04-01,2025-Q2,44.0,0.04756756756756757,0.11578947368421053,-0.15909090909090906,-0.007567567567567567,-0.028730650154798767,154.0,0.04271137715571478,0.10569406140996605,40.5,36.5,1.1095890410958904,0.1095890410958904,0.711111111111111,0.3501978691019787,10,358,3461,8670,2026-04-01,False
MO328,Subcontractors,2025,3,33,348,943,0.09482758620689655,0.03499469777306469,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-07-01,2025-Q3,37.0,0.04,0.08705882352941176,-0.10810810810810811,-0.005005302226935314,0.007768762677484789,141.0,0.03972535772142993,0.09745651351724574,35.0,35.5,0.9859154929577465,-0.014084507042253502,0.03676470588235303,0.006255178127589113,10,358,3461,8670,2026-04-01,False
MO328,Subcontractors,2025,4,36,293,824,0.12286689419795221,0.043689320388349516,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-10-01,2025-Q4,33.0,0.03499469777306469,0.09482758620689655,0.09090909090909083,0.008694622615284829,0.028039307991055668,150.0,0.04156289643224544,0.10513569440461776,34.5,40.5,0.8518518518518519,-0.14814814814814814,-0.07975460122699385,-0.12079072937968642,10,358,3461,8670,2026-04-01,False
MO328,Subcontractors,2026,1,35,341,887,0.10263929618768329,0.03945885005636979,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-01-01,2026-Q1,36.0,0.043689320388349516,0.12286689419795221,-0.02777777777777779,-0.0042304703319797285,-0.020227598010268924,141.0,0.039535717054446,0.10184815003048595,35.5,35.0,1.0142857142857142,0.014285714285714235,-0.0903225806451613,-0.027557603686635977,10,358,3461,8670,2026-04-01,False
MO328,Subcontractors,2026,2,10,130,353,0.07692307692307693,0.028328611898016998,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,35.0,0.03945885005636979,0.10263929618768329,-0.7142857142857143,-0.01113023815835279,-0.025716219264606363,114.0,0.03661787002895024,0.09931421337890224,22.5,34.5,0.6521739130434783,-0.34782608695652173,-0.2597402597402597,-0.31259175607001694,10,358,3461,8670,2026-04-01,True
MO328,Unclassified,2024,1,4,439,59,0.009111617312072893,0.06779661016949153,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,1,2024-01-01,2024-Q1,0.0,0.0,0.0,1.0,0.06779661016949153,0.009111617312072893,4.0,0.06779661016949153,0.009111617312072893,4.0,0.0,2.0,1.0,1.0,1.0,8,25,2827,432,2026-04-01,False
MO328,Unclassified,2024,2,3,452,98,0.00663716814159292,0.030612244897959183,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,1,2024-04-01,2024-Q2,4.0,0.06779661016949153,0.009111617312072893,-0.25,-0.03718436527153234,-0.0024744491704799722,7.0,0.04920442753372535,0.007874392726832907,3.5,0.0,2.0,1.0,1.0,1.0,8,25,2827,432,2026-04-01,False
MO328,Unclassified,2024,3,2,360,62,0.005555555555555556,0.03225806451612903,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,1,2024-07-01,2024-Q3,3.0,0.030612244897959183,0.00663716814159292,-0.33333333333333337,0.0016458196181698484,-0.0010816125860373645,9.0,0.04355563986119324,0.007101447003073789,2.5,4.0,0.625,-0.375,1.0,0.17500000000000004,8,25,2827,432,2026-04-01,False
MO328,Unclassified,2025,1,3,380,53,0.007894736842105263,0.05660377358490566,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,1,2025-01-01,2025-Q1,2.0,0.03225806451612903,0.005555555555555556,0.5,0.02434570906877663,0.0023391812865497076,12.0,0.04681767329212135,0.007299769462831658,2.5,3.5,0.7142857142857143,-0.2857142857142857,1.0,0.22857142857142862,8,25,2827,432,2026-04-01,False
MO328,Unclassified,2025,2,9,425,51,0.021176470588235293,0.17647058823529413,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,1,2025-04-01,2025-Q2,3.0,0.05660377358490566,0.007894736842105263,2.0,0.11986681465038847,0.01328173374613003,17.0,0.073986167808572,0.01031598278187226,6.0,2.5,2.4,1.4,3.25,2.14,8,25,2827,432,2026-04-01,False
MO328,Unclassified,2025,3,1,348,52,0.0028735632183908046,0.019230769230769232,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,1,2025-07-01,2025-Q3,9.0,0.17647058823529413,0.021176470588235293,-0.8888888888888888,-0.15723981900452488,-0.01830290736984449,15.0,0.07114079889177452,0.009375081551071729,5.0,2.5,2.0,1.0,1.1428571428571428,1.0571428571428572,8,25,2827,432,2026-04-01,False
MO328,Unclassified,2025,4,1,293,40,0.0034129692832764505,0.025,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,1,2025-10-01,2025-Q4,1.0,0.019230769230769232,0.0028735632183908046,0.0,0.0057692307692307696,0.000539406064885646,14.0,0.06932628276274225,0.008839434983001953,1.0,6.0,0.16666666666666666,-0.8333333333333334,0.5555555555555556,-0.2777777777777778,8,25,2827,432,2026-04-01,False
MO328,Unclassified,2026,2,2,130,17,0.015384615384615385,0.11764705882352941,32x8 Mobile Office or Similar,32x8 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 288 SF) - MO328 or similar,Offices,Mobile Offices,Mobile Offices,1,2026-04-01,2026-Q2,1.0,0.025,0.0034129692832764505,1.0,0.09264705882352942,0.011971646101338934,13.0,0.0845871040723982,0.010711904618629484,1.5,5.0,0.3,-0.7,0.08333333333333326,-0.38666666666666666,8,25,2827,432,2026-04-01,True
MO3610,"Arts, Media, Hotels & Entertainment",2024,1,30,484,898,0.06198347107438017,0.0334075723830735,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-01-01,2024-Q1,0.0,0.0,0.0,1.0,0.0334075723830735,0.06198347107438017,30.0,0.0334075723830735,0.06198347107438017,30.0,0.0,2.0,1.0,1.0,1.0,10,287,4825,7114,2026-04-01,False
MO3610,"Arts, Media, Hotels & Entertainment",2024,2,47,574,1014,0.08188153310104529,0.046351084812623275,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-04-01,2024-Q2,30.0,0.0334075723830735,0.06198347107438017,0.5666666666666667,0.012943512429549775,0.019898062026665123,77.0,0.03987932859784839,0.07193250208771274,38.5,0.0,2.0,1.0,1.0,1.0,10,287,4825,7114,2026-04-01,False
MO3610,"Arts, Media, Hotels & Entertainment",2024,3,45,553,1158,0.081374321880651,0.038860103626943004,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-07-01,2024-Q3,47.0,0.046351084812623275,0.08188153310104529,-0.04255319148936165,-0.0074909811856802705,-0.0005072112203942936,122.0,0.039539586940879924,0.07507977535202548,46.0,30.0,1.5333333333333334,0.5333333333333334,1.0,0.7200000000000001,10,287,4825,7114,2026-04-01,False
MO3610,"Arts, Media, Hotels & Entertainment",2024,4,20,444,312,0.04504504504504504,0.0641025641025641,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-10-01,2024-Q4,45.0,0.038860103626943004,0.081374321880651,-0.5555555555555556,0.025242460475621092,-0.03632927683560595,142.0,0.04568033123130097,0.06757109277528037,32.5,38.5,0.8441558441558441,-0.1558441558441559,1.0,0.3064935064935065,10,287,4825,7114,2026-04-01,False
MO3610,"Arts, Media, Hotels & Entertainment",2025,1,33,508,829,0.06496062992125984,0.039806996381182146,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-01-01,2025-Q1,20.0,0.0641025641025641,0.04504504504504504,0.6499999999999999,-0.02429556772138195,0.019915584876214795,145.0,0.04728018723082813,0.06831538248700028,26.5,46.0,0.5760869565217391,-0.42391304347826086,3.833333333333333,1.2789855072463767,10,287,4825,7114,2026-04-01,False
MO3610,"Arts, Media, Hotels & Entertainment",2025,2,30,549,854,0.0546448087431694,0.0351288056206089,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-04-01,2025-Q2,33.0,0.039806996381182146,0.06496062992125984,-0.09090909090909094,-0.004678190760573249,-0.010315821178090441,128.0,0.044474617432824534,0.06150620139753132,31.5,32.5,0.9692307692307692,-0.03076923076923077,0.6623376623376624,0.2464735264735265,10,287,4825,7114,2026-04-01,False
MO3610,"Arts, Media, Hotels & Entertainment",2025,3,19,504,823,0.037698412698412696,0.023086269744835967,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-07-01,2025-Q3,30.0,0.0351288056206089,0.0546448087431694,-0.3666666666666667,-0.01204253587577293,-0.0169463960447567,102.0,0.040531158962297774,0.05058722410197174,24.5,26.5,0.9245283018867925,-0.07547169811320753,-0.16393442622950816,-0.11085678935972779,10,287,4825,7114,2026-04-01,False
MO3610,"Arts, Media, Hotels & Entertainment",2025,4,12,467,258,0.02569593147751606,0.046511627906976744,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-10-01,2025-Q4,19.0,0.023086269744835967,0.037698412698412696,-0.368421052631579,0.023425358162140777,-0.012002481220896637,94.0,0.036133424913400936,0.0457499457100895,15.5,31.5,0.49206349206349204,-0.5079365079365079,-0.3380281690140845,-0.4399731723675385,10,287,4825,7114,2026-04-01,False
MO3610,"Arts, Media, Hotels & Entertainment",2026,1,20,479,655,0.04175365344467641,0.030534351145038167,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-01-01,2026-Q1,12.0,0.046511627906976744,0.02569593147751606,0.6666666666666667,-0.015977276761938577,0.01605772196716035,81.0,0.033815263604364945,0.039948201590943644,16.0,24.5,0.6530612244897959,-0.34693877551020413,-0.4413793103448276,-0.3847149894440535,10,287,4825,7114,2026-04-01,False
MO3610,"Arts, Media, Hotels & Entertainment",2026,2,31,263,313,0.11787072243346007,0.09904153354632587,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,20.0,0.030534351145038167,0.04175365344467641,0.55,0.06850718240128771,0.07611706898878366,82.0,0.04979344558579419,0.05575468001351631,25.5,15.5,1.6451612903225807,0.6451612903225807,-0.359375,0.24334677419354842,10,287,4825,7114,2026-04-01,True
MO3610,"Educational, Membership & Religious Organizations",2024,1,32,484,265,0.06611570247933884,0.12075471698113208,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-01-01,2024-Q1,0.0,0.0,0.0,1.0,0.12075471698113208,0.06611570247933884,32.0,0.12075471698113208,0.06611570247933884,32.0,0.0,2.0,1.0,1.0,1.0,10,159,4825,1849,2026-04-01,False
MO3610,"Educational, Membership & Religious Organizations",2024,2,7,574,248,0.012195121951219513,0.028225806451612902,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-04-01,2024-Q2,32.0,0.12075471698113208,0.06611570247933884,-0.78125,-0.09252891052951917,-0.053920580528119336,39.0,0.07449026171637249,0.03915541221527918,19.5,0.0,2.0,1.0,1.0,1.0,10,159,4825,1849,2026-04-01,False
MO3610,"Educational, Membership & Religious Organizations",2024,3,9,553,178,0.0162748643761302,0.05056179775280899,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-07-01,2024-Q3,7.0,0.028225806451612902,0.012195121951219513,0.2857142857142858,0.022335991301196085,0.004079742424910687,48.0,0.06651410706185133,0.03152856293556285,8.0,32.0,0.25,-0.75,1.0,-0.04999999999999993,10,159,4825,1849,2026-04-01,False
MO3610,"Educational, Membership & Religious Organizations",2024,4,14,444,160,0.03153153153153153,0.0875,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-10-01,2024-Q4,9.0,0.05056179775280899,0.0162748643761302,0.5555555555555556,0.03693820224719101,0.015256667155401329,62.0,0.07176058029638849,0.03152930508455502,11.5,19.5,0.5897435897435898,-0.41025641025641024,1.0,0.15384615384615388,10,159,4825,1849,2026-04-01,False
MO3610,"Educational, Membership & Religious Organizations",2025,1,30,508,178,0.05905511811023622,0.16853932584269662,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-01-01,2025-Q1,14.0,0.0875,0.03153153153153153,1.1428571428571428,0.08103932584269663,0.02752358657870469,60.0,0.08370673251177962,0.029764158992279365,22.0,8.0,2.75,1.75,0.875,1.4000000000000001,10,159,4825,1849,2026-04-01,False
MO3610,"Educational, Membership & Religious Organizations",2025,2,5,549,210,0.009107468123861567,0.023809523809523808,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-04-01,2025-Q2,30.0,0.16853932584269662,0.05905511811023622,-0.8333333333333334,-0.14472980203317282,-0.04994764998637465,58.0,0.08260266185125736,0.02899224553543988,17.5,11.5,1.5217391304347827,0.5217391304347827,0.4871794871794872,0.5079152731326645,10,159,4825,1849,2026-04-01,False
MO3610,"Educational, Membership & Religious Organizations",2025,3,6,504,124,0.011904761904761904,0.04838709677419355,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-07-01,2025-Q3,5.0,0.023809523809523808,0.009107468123861567,0.19999999999999996,0.02457757296466974,0.0027972937809003368,55.0,0.0820589866066035,0.027899719917597803,5.5,22.0,0.25,-0.75,0.14583333333333326,-0.39166666666666666,10,159,4825,1849,2026-04-01,False
MO3610,"Educational, Membership & Religious Organizations",2025,4,28,467,176,0.059957173447537475,0.1590909090909091,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-10-01,2025-Q4,6.0,0.04838709677419355,0.011904761904761904,3.666666666666667,0.11070381231671554,0.04805241154277557,69.0,0.09995671387933076,0.03500613039659929,17.0,17.5,0.9714285714285714,-0.02857142857142858,0.11290322580645151,0.02801843317972346,10,159,4825,1849,2026-04-01,False
MO3610,"Educational, Membership & Religious Organizations",2026,1,22,479,183,0.04592901878914405,0.12021857923497267,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-01-01,2026-Q1,28.0,0.1590909090909091,0.059957173447537475,-0.2142857142857143,-0.038872329855936416,-0.014028154658393424,61.0,0.08787652722739978,0.03172460556632625,25.0,5.5,4.545454545454546,3.545454545454546,0.016666666666666607,2.1339393939393942,10,159,4825,1849,2026-04-01,False
MO3610,"Educational, Membership & Religious Organizations",2026,2,6,263,127,0.022813688212927757,0.047244094488188976,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,22.0,0.12021857923497267,0.04592901878914405,-0.7272727272727273,-0.0729744847467837,-0.023115330576216293,62.0,0.09373516989706607,0.0351511605885928,14.0,17.0,0.8235294117647058,-0.17647058823529416,0.06896551724137923,-0.0782961460446248,10,159,4825,1849,2026-04-01,True
MO3610,Engineering & Architecture,2024,1,10,484,185,0.02066115702479339,0.05405405405405406,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-01-01,2024-Q1,0.0,0.0,0.0,1.0,0.05405405405405406,0.02066115702479339,10.0,0.05405405405405406,0.02066115702479339,10.0,0.0,2.0,1.0,1.0,1.0,10,106,4825,1649,2026-04-01,False
MO3610,Engineering & Architecture,2024,2,12,574,196,0.020905923344947737,0.061224489795918366,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-04-01,2024-Q2,10.0,0.05405405405405406,0.02066115702479339,0.19999999999999996,0.007170435741864309,0.0002447663201543479,22.0,0.05763927192498621,0.020783540184870563,11.0,0.0,2.0,1.0,1.0,1.0,10,106,4825,1649,2026-04-01,False
MO3610,Engineering & Architecture,2024,3,14,553,202,0.02531645569620253,0.06930693069306931,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-07-01,2024-Q3,12.0,0.061224489795918366,0.020905923344947737,0.16666666666666674,0.008082440897150947,0.004410532351254794,36.0,0.06152849151434725,0.02229451202198122,13.0,10.0,1.3,0.30000000000000004,1.0,0.5800000000000001,10,106,4825,1649,2026-04-01,False
MO3610,Engineering & Architecture,2024,4,14,444,134,0.03153153153153153,0.1044776119402985,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-10-01,2024-Q4,14.0,0.06930693069306931,0.02531645569620253,0.0,0.03517068124722919,0.006215075835328997,50.0,0.07226577162083506,0.024603766899368797,14.0,11.0,1.2727272727272727,0.2727272727272727,1.0,0.5636363636363636,10,106,4825,1649,2026-04-01,False
MO3610,Engineering & Architecture,2025,1,9,508,217,0.017716535433070866,0.041474654377880185,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-01-01,2025-Q1,14.0,0.1044776119402985,0.03153153153153153,-0.3571428571428571,-0.06300295756241832,-0.013814996098460663,49.0,0.0691209217017916,0.023867611501438166,11.5,13.0,0.8846153846153846,-0.11538461538461542,3.9000000000000004,1.490769230769231,10,106,4825,1649,2026-04-01,False
MO3610,Engineering & Architecture,2025,2,10,549,164,0.018214936247723135,0.06097560975609756,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-04-01,2025-Q2,9.0,0.041474654377880185,0.017716535433070866,0.11111111111111116,0.019500955378217374,0.0004984008146522688,47.0,0.0690587016918364,0.023194864727132017,9.5,14.0,0.6785714285714286,-0.3214285714285714,1.1363636363636362,0.2616883116883117,10,106,4825,1649,2026-04-01,False
MO3610,Engineering & Architecture,2025,3,6,504,155,0.011904761904761904,0.03870967741935484,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-07-01,2025-Q3,10.0,0.06097560975609756,0.018214936247723135,-0.4,-0.02226593233674272,-0.006310174342961231,39.0,0.06140938837340777,0.019841941279271857,8.0,11.5,0.6956521739130435,-0.30434782608695654,0.08333333333333326,-0.14927536231884062,10,106,4825,1649,2026-04-01,False
MO3610,Engineering & Architecture,2025,4,11,467,129,0.023554603854389723,0.08527131782945736,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-10-01,2025-Q4,6.0,0.03870967741935484,0.011904761904761904,0.8333333333333333,0.04656164041010252,0.011649841949627818,36.0,0.05660781484569749,0.017847709359986405,8.5,9.5,0.8947368421052632,-0.10526315789473684,-0.28,-0.17515789473684212,10,106,4825,1649,2026-04-01,False
MO3610,Engineering & Architecture,2026,1,11,479,151,0.022964509394572025,0.0728476821192053,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-01-01,2026-Q1,11.0,0.08527131782945736,0.023554603854389723,0.0,-0.012423635710252068,-0.0005900944598176971,38.0,0.06445107178102877,0.0191597028503617,11.0,8.0,1.375,0.375,-0.22448979591836737,0.13520408163265302,10,106,4825,1649,2026-04-01,False
MO3610,Engineering & Architecture,2026,2,9,263,116,0.034220532319391636,0.07758620689655173,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2026-04-01,2026-Q2,11.0,0.0728476821192053,0.022964509394572025,-0.18181818181818177,0.004738524777346431,0.01125602292481961,37.0,0.0686037210661423,0.023161101868278824,10.0,8.5,1.1764705882352942,0.17647058823529416,-0.21276595744680848,0.020775969962453095,10,106,4825,1649,2026-04-01,True
MO3610,Health Care,2024,1,3,484,24,0.006198347107438017,0.125,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-01-01,2024-Q1,0.0,0.0,0.0,1.0,0.125,0.006198347107438017,3.0,0.125,0.006198347107438017,3.0,0.0,2.0,1.0,1.0,1.0,8,20,4118,315,2026-04-01,False
MO3610,Health Care,2024,2,2,574,58,0.003484320557491289,0.034482758620689655,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-04-01,2024-Q2,3.0,0.125,0.006198347107438017,-0.33333333333333337,-0.09051724137931035,-0.0027140265499467275,5.0,0.07974137931034483,0.0048413338324646525,2.5,0.0,2.0,1.0,1.0,1.0,8,20,4118,315,2026-04-01,False
MO3610,Health Care,2024,3,3,553,46,0.0054249547920434,0.06521739130434782,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2024-07-01,2024-Q3,2.0,0.034482758620689655,0.003484320557491289,0.5,0.03073463268365817,0.0019406342345521105,8.0,0.0749000499750125,0.005035874152324235,2.5,3.0,0.8333333333333334,-0.16666666666666663,1.0,0.30000000000000004,8,20,4118,315,2026-04-01,False
MO3610,Health Care,2025,1,1,508,36,0.001968503937007874,0.027777777777777776,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-01-01,2025-Q1,3.0,0.06521739130434782,0.0054249547920434,-0.6666666666666667,-0.03743961352657005,-0.0034564508550355257,9.0,0.06311948192570381,0.004269031598495145,2.0,2.5,0.8,-0.19999999999999996,1.0,0.28,8,20,4118,315,2026-04-01,False
MO3610,Health Care,2025,2,6,549,49,0.01092896174863388,0.12244897959183673,36x10 Mobile Office or Similar,36x10 Mobile Office or Similar,Small Mobile Office - 1 office + Sm. Open Area (up to 360 SF) - MO3610 or similar,Offices,Mobile Offices,Mobile Offices,0,2025-04-01,2025-Q2,1.0,0.027777777777777776,0.001968503937007874,5.0,0.09467120181405896,0.008960457811626006,12.0,0.062481726823663,0.005451685258794111,3.5,2.5,1.4,0.3999999999999999,3.0,1.4400000000000002,8,20,4118,315,2026-04-01,False
