unit_code,MARKET_SEGMENT_DESCRIPTION,vaps_code,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
40W,"Educational, Membership & Religious Organizations",WSMCLR,142,5,3.52,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Engineering & Architecture,WSMCLR,223,4,1.79,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Highway & Heavy Construction,WSMCLR,311,2,0.64,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Home Builders & Developers,WSMCLR,487,18,3.70,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Manufacturing,WSMCLR,683,14,2.05,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Mining & Utilities,WSMCLR,586,7,1.19,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Non-Residential & GCs,WSMCLR,683,8,1.17,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Other,WSMCLR,87,1,1.15,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Professional Services,WSMCLR,1393,13,0.93,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Public Administration,WSMCLR,92,2,2.17,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Retail & Wholesale Trade,WSMCLR,618,13,2.10,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Subcontractors,WSMCLR,862,14,1.62,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Magnetic Container Light - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Lighting,Magnetic Lights,Unique,VAPS MAPPING
40W,Health Care,WSPLAN1,26,3,11.54,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
40W,Highway & Heavy Construction,WSPLAN1,311,9,2.89,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
40W,Home Builders & Developers,WSPLAN1,487,7,1.44,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
40W,Manufacturing,WSPLAN1,683,5,0.73,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
40W,Mining & Utilities,WSPLAN1,586,5,0.85,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
40W,Non-Residential & GCs,WSPLAN1,683,11,1.61,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
40W,Professional Services,WSPLAN1,1393,7,0.50,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
40W,Retail & Wholesale Trade,WSPLAN1,618,48,7.77,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
40W,Subcontractors,WSPLAN1,862,27,3.13,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
40W,Engineering & Architecture,WSPREP1O,223,1,0.45,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,Highway & Heavy Construction,WSPREP1O,311,5,1.61,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,Home Builders & Developers,WSPREP1O,487,3,0.62,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,Manufacturing,WSPREP1O,683,8,1.17,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,Mining & Utilities,WSPREP1O,586,2,0.34,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,Non-Residential & GCs,WSPREP1O,683,6,0.88,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,Professional Services,WSPREP1O,1393,3,0.22,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,Retail & Wholesale Trade,WSPREP1O,618,2,0.32,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,Subcontractors,WSPREP1O,862,5,0.58,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,,WSPREP1O,62,2,3.23,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
40W,Highway & Heavy Construction,WSPROEP1O,311,1,0.32,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Prof Ergo Office Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Professional,VAPS MAPPING
40W,Manufacturing,WSPROEP1O,683,1,0.15,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Prof Ergo Office Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Professional,VAPS MAPPING
40W,Professional Services,WSPROEP1O,1393,1,0.07,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Prof Ergo Office Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Professional,VAPS MAPPING
40W,Subcontractors,WSPROEP1O,862,1,0.12,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Prof Ergo Office Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Professional,VAPS MAPPING
40W,"Arts, Media, Hotels & Entertainment",WSPROP1C,721,2,0.28,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Engineering & Architecture,WSPROP1C,223,2,0.90,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Highway & Heavy Construction,WSPROP1C,311,13,4.18,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Home Builders & Developers,WSPROP1C,487,10,2.05,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Manufacturing,WSPROP1C,683,11,1.61,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Mining & Utilities,WSPROP1C,586,10,1.71,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Non-Residential & GCs,WSPROP1C,683,14,2.05,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Other,WSPROP1C,87,2,2.30,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Professional Services,WSPROP1C,1393,12,0.86,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Public Administration,WSPROP1C,92,1,1.09,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Retail & Wholesale Trade,WSPROP1C,618,14,2.27,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,Subcontractors,WSPROP1C,862,8,0.93,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
40W,"Arts, Media, Hotels & Entertainment",WSPROP1CA,721,11,1.53,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,"Educational, Membership & Religious Organizations",WSPROP1CA,142,2,1.41,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Engineering & Architecture,WSPROP1CA,223,6,2.69,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Health Care,WSPROP1CA,26,1,3.85,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Highway & Heavy Construction,WSPROP1CA,311,4,1.29,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Home Builders & Developers,WSPROP1CA,487,13,2.67,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Manufacturing,WSPROP1CA,683,43,6.30,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Mining & Utilities,WSPROP1CA,586,94,16.04,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Non-Residential & GCs,WSPROP1CA,683,15,2.20,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Other,WSPROP1CA,87,1,1.15,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Professional Services,WSPROP1CA,1393,43,3.09,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Public Administration,WSPROP1CA,92,4,4.35,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Retail & Wholesale Trade,WSPROP1CA,618,15,2.43,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Subcontractors,WSPROP1CA,862,25,2.90,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,,WSPROP1CA,62,1,1.61,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Engineering & Architecture,WSPROP1LR,223,18,8.07,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Health Care,WSPROP1LR,26,2,7.69,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Highway & Heavy Construction,WSPROP1LR,311,7,2.25,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Home Builders & Developers,WSPROP1LR,487,15,3.08,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Manufacturing,WSPROP1LR,683,112,16.40,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Mining & Utilities,WSPROP1LR,586,152,25.94,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Non-Residential & GCs,WSPROP1LR,683,2,0.29,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Professional Services,WSPROP1LR,1393,22,1.58,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Retail & Wholesale Trade,WSPROP1LR,618,14,2.27,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,Subcontractors,WSPROP1LR,862,46,5.34,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,,WSPROP1LR,62,2,3.23,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
40W,"Arts, Media, Hotels & Entertainment",WSPROP1O,721,14,1.94,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
40W,"Educational, Membership & Religious Organizations",WSPROP1O,142,7,4.93,40' OPEN BAY OFFICE,Ground Level Office - 40' x 8',Large Ground Level Office (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
