unit_code,MARKET_SEGMENT_DESCRIPTION,vaps_code,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
MO6012,Subcontractors,WS5040,1511,65,4.30,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,,WS5040,132,1,0.76,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5041,1399,40,2.86,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Educational, Membership & Religious Organizations",WS5041,290,5,1.72,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5041,328,2,0.61,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5041,2126,2,0.09,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Manufacturing,WS5041,1433,30,2.09,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5041,2980,4,0.13,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Professional Services,WS5041,2564,75,2.93,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5041,856,2,0.23,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,Subcontractors,WS5041,1511,8,0.53,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Mini Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5042,1399,16,1.14,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5042,328,1,0.30,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5042,719,2,0.28,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5042,2126,3,0.14,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,Manufacturing,WS5042,1433,5,0.35,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5042,1939,10,0.52,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,Other,WS5042,274,11,4.01,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,Professional Services,WS5042,2564,41,1.60,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5042,856,9,1.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,Subcontractors,WS5042,1511,7,0.46,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Coffee Pot - 12 Cup,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5043,1399,52,3.72,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Educational, Membership & Religious Organizations",WS5043,290,6,2.07,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5043,328,2,0.61,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5043,719,1,0.14,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5043,2126,3,0.14,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,Manufacturing,WS5043,1433,10,0.70,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5043,1939,81,4.18,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5043,2980,2,0.07,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,Professional Services,WS5043,2564,16,0.62,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5043,856,4,0.47,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,Subcontractors,WS5043,1511,8,0.53,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Keurig,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5044,1399,18,1.29,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Educational, Membership & Religious Organizations",WS5044,290,6,2.07,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5044,328,4,1.22,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5044,719,7,0.97,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Home Builders & Developers,WS5044,2126,9,0.42,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Manufacturing,WS5044,1433,57,3.98,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Mining & Utilities,WS5044,1939,422,21.76,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Non-Residential & GCs,WS5044,2980,59,1.98,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Other,WS5044,274,34,12.41,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Professional Services,WS5044,2564,193,7.53,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Public Administration,WS5044,174,16,9.20,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Retail & Wholesale Trade,WS5044,856,47,5.49,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,Subcontractors,WS5044,1511,48,3.18,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Microwave,,,,,Appliances,,,VAPS - A La Carte
MO6012,"Arts, Media, Hotels & Entertainment",WS5045,1399,4,0.29,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,"Educational, Membership & Religious Organizations",WS5045,290,7,2.41,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Engineering & Architecture,WS5045,328,33,10.06,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Health Care,WS5045,53,1,1.89,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Highway & Heavy Construction,WS5045,719,20,2.78,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Home Builders & Developers,WS5045,2126,36,1.69,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Manufacturing,WS5045,1433,13,0.91,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Mining & Utilities,WS5045,1939,11,0.57,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Non-Residential & GCs,WS5045,2980,45,1.51,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Other,WS5045,274,3,1.09,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Professional Services,WS5045,2564,26,1.01,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Public Administration,WS5045,174,5,2.87,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Retail & Wholesale Trade,WS5045,856,33,3.86,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,Subcontractors,WS5045,1511,24,1.59,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,,WS5045,132,1,0.76,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO6012,"Arts, Media, Hotels & Entertainment",WS5060,1399,23,1.64,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Pedestal Filing Cabinet - 3 DWR,,,,,Furniture,,,VAPS - A La Carte
MO6012,"Educational, Membership & Religious Organizations",WS5060,290,3,1.03,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Pedestal Filing Cabinet - 3 DWR,,,,,Furniture,,,VAPS - A La Carte
MO6012,Engineering & Architecture,WS5060,328,5,1.52,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Pedestal Filing Cabinet - 3 DWR,,,,,Furniture,,,VAPS - A La Carte
MO6012,Highway & Heavy Construction,WS5060,719,7,0.97,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Pedestal Filing Cabinet - 3 DWR,,,,,Furniture,,,VAPS - A La Carte
